1000 20000
0 999
99 26 92
719 145 82
110 859 44
952 888 67
549 364 56
694 369 46
65 689 15
634 672 60
57 244 87
60 897 14
504 214 77
35 137 29
557 169 5
161 130 13
806 177 47
991 435 83
368 607 76
63 72 55
311 302 74
59 309 33
346 970 35
79 85 40
190 872 82
138 39 26
471 444 67
138 442 15
467 947 39
352 346 93
919 104 75
668 22 40
13 998 55
738 718 89
499 468 17
753 259 99
130 745 7
681 156 66
194 788 64
922 569 15
571 672 79
481 793 65
742 640 77
160 858 20
632 321 3
983 410 26
701 18 43
63 144 94
327 596 55
822 965 23
841 976 82
615 439 27
583 262 27
121 930 82
446 668 22
84 650 57
647 382 41
84 417 94
463 427 64
697 370 61
776 998 57
677 714 90
706 440 40
743 246 41
631 718 27
531 649 72
66 960 42
896 675 38
506 757 56
260 622 71
785 646 97
588 403 70
711 797 26
164 563 27
842 340 57
817 924 54
678 815 73
237 452 99
725 398 12
776 214 65
427 945 7
780 688 30
120 235 8
61 851 77
440 257 63
394 549 44
134 836 90
45 297 36
143 699 6
361 236 83
955 891 7
615 669 44
672 555 51
189 511 10
837 752 46
804 209 60
590 492 22
236 209 79
837 432 92
854 291 1
667 321 49
719 79 100
614 207 28
744 264 53
232 848 40
293 994 94
374 301 11
854 44 62
773 275 80
718 437 38
341 426 79
332 295 98
341 582 26
822 638 45
382 700 56
414 925 86
996 521 90
42 862 36
308 625 30
471 552 1
164 588 92
774 824 31
243 882 78
2 52 59
746 377 31
36 240 80
350 470 67
422 395 47
248 115 5
333 816 8
446 934 18
791 485 18
52 355 56
902 416 57
630 401 4
526 893 67
396 198 16
856 359 13
531 146 41
413 718 36
975 685 55
98 251 54
95 834 56
129 144 65
503 594 67
628 601 52
725 107 38
847 459 35
97 781 29
533 683 17
524 917 79
249 181 45
784 105 3
861 315 77
396 255 90
998 868 6
120 484 96
768 901 76
761 453 20
705 794 55
532 501 80
208 88 57
972 791 82
882 197 53
342 718 78
671 457 33
905 58 18
75 258 12
228 214 49
737 451 27
427 382 84
318 811 65
980 763 92
119 985 10
429 898 59
520 747 16
724 224 17
790 464 79
622 378 43
440 422 46
971 89 1
354 647 89
588 207 19
141 291 59
293 334 60
153 575 67
664 612 60
356 917 61
67 834 42
354 768 94
490 762 54
509 226 57
68 556 10
319 394 3
79 159 18
198 722 24
375 186 56
303 286 15
651 510 73
523 747 21
402 695 95
514 79 5
740 730 8
573 238 7
380 936 73
276 3 100
965 870 32
782 182 32
16 608 68
795 33 53
812 381 37
199 81 71
683 679 100
17 978 91
641 708 8
371 258 46
626 9 79
367 121 97
973 198 94
35 416 19
755 673 21
307 277 39
443 955 12
194 436 59
828 795 50
130 339 62
83 420 21
960 105 92
386 267 47
691 36 98
615 952 89
885 552 61
7 78 93
606 971 94
744 392 54
728 515 62
218 209 86
107 661 49
561 552 66
366 913 93
59 106 38
284 396 82
776 845 1
696 488 38
409 868 93
98 689 90
201 528 15
65 546 4
689 162 83
890 369 9
55 217 69
979 756 33
324 100 52
461 465 78
263 120 41
108 786 37
881 205 10
284 821 10
88 295 34
458 247 89
396 981 79
315 73 79
202 227 6
642 535 73
49 716 6
616 971 27
233 514 40
659 638 70
528 744 98
334 948 49
853 655 95
278 957 60
762 18 94
356 382 37
444 244 37
540 620 52
587 454 14
409 807 65
418 391 55
638 878 50
181 564 86
713 793 70
367 328 57
501 603 22
409 957 15
530 667 28
320 685 6
845 528 31
349 659 11
277 430 34
809 746 46
323 817 54
766 856 82
278 814 52
448 694 95
327 932 24
800 60 99
810 561 58
705 122 55
111 331 28
498 746 68
513 570 45
273 115 36
686 469 47
48 340 25
633 918 94
87 477 14
634 755 3
217 985 91
204 555 65
828 325 41
288 325 24
977 929 24
758 231 76
73 728 94
361 983 76
162 680 7
426 254 15
970 630 60
190 615 66
681 739 8
807 830 74
531 941 87
668 419 26
860 897 54
600 272 50
808 366 96
652 436 30
815 286 51
725 839 28
679 772 99
542 322 1
15 355 65
800 382 65
19 705 66
724 651 76
547 244 80
942 375 22
939 512 77
720 82 74
578 841 63
248 701 80
364 685 81
936 989 50
193 576 73
943 761 97
909 662 40
484 177 82
409 804 36
641 783 52
51 882 6
851 623 58
863 330 100
50 135 93
156 223 44
743 967 38
580 109 100
810 348 90
535 584 23
148 951 30
645 702 38
279 312 31
478 112 68
8 324 93
151 878 23
367 130 59
851 174 22
384 752 100
764 788 88
150 884 5
947 624 32
439 56 44
897 483 60
532 107 34
525 12 75
531 347 77
154 791 74
7 239 35
336 115 40
459 292 42
789 707 82
215 67 56
885 139 94
838 349 56
614 523 65
134 953 87
356 344 68
66 207 62
353 592 63
800 48 80
319 863 19
194 646 25
398 557 80
874 112 10
716 992 12
200 614 14
613 687 64
321 850 18
114 181 76
58 832 6
892 313 2
329 940 89
360 372 35
421 31 58
395 894 61
856 138 45
902 312 75
469 887 23
970 827 83
234 624 1
34 252 22
748 239 70
539 60 55
992 243 42
987 627 16
667 555 48
723 51 49
548 49 57
171 785 87
970 900 13
960 136 49
463 738 3
10 342 59
472 951 78
862 169 57
905 86 84
475 231 64
724 902 57
488 639 26
798 367 76
556 561 88
246 988 81
212 670 36
717 224 41
92 621 3
717 817 7
630 926 46
635 929 65
436 863 45
889 612 88
226 503 60
939 211 31
282 568 52
748 112 98
960 967 3
101 232 64
682 672 49
752 927 46
142 456 16
447 679 27
100 916 30
191 77 35
337 191 24
374 894 90
563 823 76
367 194 79
4 61 79
271 97 24
74 688 99
550 977 51
912 952 26
930 260 54
455 745 50
354 208 90
408 620 25
338 226 100
656 561 61
858 508 77
292 128 43
28 535 97
634 675 57
241 704 16
209 974 18
275 592 51
880 433 46
231 972 36
795 829 31
842 173 62
33 953 36
42 351 11
659 351 48
575 923 13
613 138 62
354 559 45
625 667 33
119 892 64
426 845 91
335 445 96
558 334 78
639 529 33
466 954 21
664 177 18
805 502 18
354 836 5
692 61 27
420 326 80
399 273 9
45 451 49
49 840 86
249 713 4
901 442 28
878 601 70
589 878 88
236 9 37
304 225 22
493 890 34
900 610 11
42 243 24
613 87 82
683 354 50
730 620 92
290 547 90
82 473 56
832 582 67
352 163 87
635 48 23
150 335 40
750 480 7
198 229 86
529 683 88
45 868 61
284 858 83
136 502 63
322 111 7
992 954 21
451 314 53
984 28 64
254 28 32
564 623 70
99 700 15
576 763 26
935 338 79
838 242 51
934 710 12
520 977 43
912 950 16
750 171 60
940 824 51
831 682 14
696 347 43
933 766 99
875 758 15
593 47 14
239 436 57
593 369 82
791 442 8
499 591 13
683 634 60
592 184 58
173 719 59
35 199 30
815 121 73
354 600 97
163 43 99
9 737 32
653 356 5
254 963 8
330 923 52
115 529 81
43 972 44
572 318 33
250 297 36
104 375 58
436 326 86
571 170 61
603 299 86
641 462 89
836 136 61
147 479 76
113 377 99
370 14 84
367 784 50
934 767 90
711 734 80
184 82 40
813 204 49
438 282 44
525 601 62
866 23 33
3 260 48
477 211 9
940 754 90
574 68 98
377 624 84
63 672 11
698 358 37
676 849 37
84 966 41
5 752 100
919 675 15
619 382 7
643 184 55
302 862 17
555 199 66
812 348 98
526 142 19
904 644 92
402 383 51
899 292 6
193 423 75
734 546 85
808 416 95
649 59 10
971 976 54
615 686 55
144 694 98
859 966 78
483 996 12
865 985 89
414 68 79
800 613 63
800 789 97
81 214 58
76 995 53
833 756 74
268 702 31
329 547 69
170 442 27
389 93 35
764 799 81
719 887 60
548 644 61
85 799 88
319 809 13
469 721 55
238 285 45
571 328 1
804 125 94
277 436 77
848 122 36
839 881 90
903 330 14
433 183 39
851 48 4
510 233 24
455 913 6
641 333 92
899 335 33
516 893 86
290 705 18
950 987 91
296 174 70
321 976 69
711 398 13
57 700 33
51 822 48
566 170 2
118 31 94
453 945 92
676 248 73
130 919 98
180 240 76
435 984 87
462 369 80
24 672 90
276 284 72
249 294 85
654 969 44
920 745 71
577 415 95
809 402 37
260 799 50
33 909 25
94 499 96
334 938 21
128 594 83
849 105 10
996 873 80
148 543 66
476 655 89
508 435 37
24 634 99
570 377 28
828 118 32
898 20 56
992 851 10
901 829 2
243 310 3
348 235 82
960 162 54
614 94 40
46 285 19
895 588 7
458 386 16
521 474 57
263 710 14
285 695 100
749 170 54
60 735 82
762 807 67
754 508 6
246 107 66
883 824 60
658 969 41
744 555 41
30 28 12
831 692 70
215 594 94
773 64 67
218 215 93
242 812 16
622 263 23
487 724 21
546 707 85
216 624 47
195 27 51
935 149 73
626 134 29
144 275 50
127 564 96
220 406 75
44 533 11
254 359 65
226 421 21
451 83 83
363 489 69
237 504 63
201 959 32
874 546 23
433 721 24
855 786 30
945 165 100
291 295 1
697 905 94
826 659 99
427 738 58
530 677 70
104 372 80
704 645 34
818 368 16
312 560 71
838 662 24
222 672 90
380 839 9
846 239 22
814 470 16
38 531 1
858 124 45
755 833 36
161 529 17
763 500 18
121 321 29
433 112 57
173 885 30
298 738 78
486 313 17
179 653 71
576 544 48
54 689 13
47 331 7
983 982 43
468 102 54
88 441 19
248 44 42
717 566 42
658 443 5
351 729 6
61 60 3
242 869 2
647 46 77
698 261 96
237 22 73
383 401 79
636 150 32
234 416 54
904 795 87
759 869 5
118 700 31
132 601 15
501 769 12
784 377 89
799 84 7
639 484 19
245 429 33
279 100 94
927 751 12
236 965 15
835 752 7
796 439 40
767 570 21
311 152 70
179 315 49
438 606 1
452 257 55
219 492 10
193 790 64
636 361 51
92 496 1
659 685 60
319 552 60
837 484 3
526 262 26
325 264 46
34 650 33
446 796 87
991 782 92
459 277 94
304 530 4
18 136 6
489 180 72
700 32 27
879 760 1
82 790 25
520 598 18
760 892 33
542 241 8
264 185 75
425 624 74
966 599 99
484 811 58
984 145 75
747 278 39
258 194 33
252 574 98
721 370 84
329 819 92
92 962 52
645 535 13
190 521 63
0 235 22
666 626 7
22 183 79
436 456 7
893 752 81
480 94 17
771 716 78
31 296 3
535 832 11
680 752 52
44 522 61
698 389 83
844 615 25
123 133 50
646 444 15
967 215 53
674 273 87
0 371 57
232 926 3
688 344 94
834 62 89
250 662 46
580 147 86
198 716 42
202 818 17
763 723 79
681 59 13
830 744 40
136 39 77
200 743 2
399 232 37
121 161 61
869 403 79
651 910 24
771 946 42
830 999 64
565 681 78
738 777 36
998 292 18
861 148 54
561 251 20
451 403 25
572 21 32
860 827 44
106 642 95
445 398 20
747 88 57
819 168 89
829 816 74
442 19 53
167 838 78
943 783 1
642 683 91
182 703 87
305 873 42
907 458 77
257 696 69
16 509 89
422 704 75
126 834 18
554 737 3
484 794 21
384 178 67
208 192 84
86 29 89
566 101 59
342 571 92
643 34 54
733 399 80
0 43 31
971 923 67
592 397 88
33 898 53
556 391 7
203 202 20
954 333 81
494 655 10
136 215 97
44 623 26
942 177 76
292 721 67
119 335 61
497 158 71
141 105 75
620 138 72
362 663 67
477 673 93
528 701 57
832 685 22
592 337 34
36 686 92
153 459 74
94 148 33
20 855 60
159 246 88
500 957 19
703 471 93
200 32 49
522 509 31
475 703 25
582 151 48
18 650 96
810 947 99
767 375 74
437 625 50
367 508 99
89 190 66
790 674 47
148 680 22
355 705 13
825 49 66
379 130 40
64 256 46
272 440 96
422 177 43
345 341 62
703 236 5
379 376 44
502 230 43
95 158 17
264 348 2
879 985 24
656 786 7
5 466 63
322 457 63
357 752 52
263 134 45
55 398 54
112 793 53
506 700 52
861 682 74
23 528 95
773 341 24
42 576 35
645 273 86
442 103 53
815 102 29
258 909 68
514 239 1
648 873 54
759 513 36
558 281 22
659 581 12
858 79 7
591 92 39
16 389 93
3 611 98
804 578 37
435 168 66
214 107 60
367 757 10
208 291 36
791 208 75
478 325 85
841 95 26
267 883 79
49 165 41
785 547 8
233 67 21
275 505 42
77 665 92
104 43 91
356 730 95
150 56 70
646 459 22
893 374 79
975 491 91
308 933 4
870 1 82
91 390 76
474 165 76
206 302 75
627 500 68
68 535 84
650 756 14
450 121 36
204 730 93
61 146 66
231 628 65
97 795 27
710 498 88
675 792 86
782 478 60
99 34 20
669 715 48
762 973 87
901 399 62
73 877 86
135 343 5
532 414 32
882 680 98
634 60 12
763 555 23
70 135 9
183 389 71
33 187 60
839 375 78
856 672 6
238 962 50
890 298 76
67 156 100
601 812 9
746 427 13
640 445 89
853 180 76
328 26 23
408 995 12
465 408 11
499 431 18
504 50 79
331 165 67
139 166 89
76 213 94
682 812 89
718 16 22
768 901 29
575 24 51
471 174 88
341 449 78
490 682 20
579 929 90
125 867 58
75 146 1
424 316 83
636 427 43
746 251 55
41 392 38
756 447 30
63 238 17
145 639 70
52 197 25
157 937 42
368 838 82
808 543 35
962 626 48
736 409 32
62 53 63
999 52 55
387 335 47
689 519 14
11 693 5
639 231 82
967 407 56
323 857 46
147 21 66
753 146 38
628 354 57
39 482 31
746 418 92
972 846 15
824 187 4
465 515 74
982 113 86
321 746 3
944 186 91
932 742 4
106 11 4
737 589 54
247 516 14
785 526 72
272 413 72
665 966 67
560 374 34
967 358 68
826 919 21
537 669 48
478 276 52
776 615 94
189 784 23
133 740 3
596 607 2
528 520 25
593 710 8
516 494 77
615 80 53
995 265 69
269 492 45
507 21 44
796 669 26
314 709 49
541 186 89
721 66 8
117 161 26
147 991 84
595 172 72
35 675 51
106 736 90
194 608 38
682 709 40
746 415 16
80 95 85
811 649 28
360 644 73
134 393 56
399 285 59
735 301 78
826 643 24
307 668 72
507 805 33
408 371 1
287 47 42
651 376 49
319 976 9
443 661 81
735 375 52
87 271 76
563 231 56
128 518 56
847 303 30
548 829 2
630 779 82
57 281 17
119 107 44
795 761 38
952 449 75
40 661 1
88 560 89
400 420 23
739 818 15
240 760 55
861 207 72
695 984 91
589 111 47
121 620 2
640 373 33
248 679 46
672 650 85
403 497 86
152 154 45
978 584 47
762 67 55
985 72 23
797 955 69
411 329 99
836 378 66
574 617 9
369 326 97
115 56 41
830 826 29
432 215 23
803 157 2
339 310 64
583 789 30
898 417 31
942 692 19
614 620 27
934 270 12
320 622 7
214 664 92
468 877 96
312 844 90
308 31 4
116 267 87
718 745 64
992 566 37
401 346 9
368 35 54
11 404 45
156 170 84
128 710 61
928 619 15
646 295 64
778 804 44
375 324 62
943 222 100
337 88 62
924 379 98
882 232 48
96 234 36
839 480 71
775 517 76
559 66 4
819 549 4
295 871 3
866 734 99
608 896 58
23 969 30
41 318 95
544 657 95
677 440 61
601 665 60
393 826 2
747 21 24
141 623 37
96 327 67
163 338 78
43 524 74
337 37 21
788 864 22
217 261 88
125 883 78
275 147 87
293 922 70
53 559 62
546 934 22
441 473 37
474 52 60
686 760 81
180 323 68
91 265 7
304 756 40
547 438 58
963 894 38
646 881 34
997 67 25
774 487 33
779 937 96
612 977 96
844 287 48
337 887 75
182 812 49
497 431 60
632 287 73
41 94 87
388 17 62
793 764 81
413 477 85
110 160 75
926 332 3
132 744 70
20 633 33
443 300 66
2 557 80
900 60 20
647 57 72
731 820 99
648 362 36
721 404 88
119 228 76
909 955 72
895 610 76
351 478 69
674 841 85
832 514 36
741 422 39
571 168 26
619 463 96
898 234 72
360 948 77
885 548 62
155 664 84
417 288 87
986 696 52
163 515 59
125 335 61
21 170 74
724 359 4
458 144 73
752 422 10
794 608 28
842 404 46
70 790 43
663 227 57
495 631 10
937 792 70
384 18 67
321 187 34
938 328 36
443 891 9
843 550 18
368 8 21
793 378 7
162 156 4
402 320 81
919 392 78
430 374 75
850 123 90
435 831 41
459 200 65
489 695 5
5 564 25
892 402 57
979 875 85
995 311 53
868 710 84
538 517 89
713 285 63
340 21 23
234 614 71
164 115 8
913 406 84
807 649 39
539 14 59
910 19 73
630 37 8
772 329 85
633 974 18
241 438 77
951 312 93
292 213 39
511 304 7
737 590 47
356 887 47
155 265 64
942 748 60
910 72 84
242 620 49
370 953 38
37 207 85
302 808 28
907 809 72
881 499 8
719 872 35
167 706 86
909 241 66
295 984 44
99 801 66
187 625 44
751 1 63
725 676 48
219 230 55
437 162 30
720 790 29
273 62 43
721 937 27
792 944 7
403 517 8
464 388 81
233 199 78
867 201 43
617 585 97
189 221 56
79 730 44
395 912 89
909 798 78
284 655 46
647 110 71
871 427 25
667 754 28
927 3 41
809 192 20
454 466 50
533 37 16
456 584 88
750 483 14
168 502 100
503 32 32
902 441 65
918 848 21
30 908 19
830 308 10
388 504 95
128 899 8
748 734 50
99 889 62
384 957 12
492 507 12
141 716 56
505 218 27
189 950 45
945 121 13
397 418 17
156 940 26
867 933 88
908 899 51
76 0 100
406 533 92
412 715 29
404 534 33
379 351 75
310 736 39
590 906 93
944 498 91
284 336 59
543 120 42
604 39 78
705 589 48
371 601 28
864 465 87
697 581 42
222 33 38
987 401 43
660 136 40
716 291 14
808 58 76
418 580 48
510 538 68
544 227 50
714 213 47
544 388 80
139 849 77
322 362 83
125 670 35
190 250 42
367 30 50
768 531 85
873 749 60
86 729 16
939 230 58
511 728 25
857 702 78
311 143 20
976 952 94
986 875 87
943 524 62
146 145 9
895 246 23
341 254 77
65 781 77
854 834 44
397 792 92
106 20 32
679 649 22
707 710 13
330 561 87
609 614 100
504 160 73
749 764 25
689 925 72
680 704 50
877 998 62
241 682 81
638 49 94
897 466 33
239 335 49
289 564 24
968 972 86
728 180 6
714 120 44
160 775 18
289 914 89
869 341 44
469 482 68
971 232 78
316 866 50
506 67 39
334 378 13
317 191 49
493 481 39
240 124 73
836 400 31
644 65 94
34 847 87
13 676 33
426 701 8
127 329 11
642 427 16
725 100 63
518 91 11
989 990 49
982 49 27
167 17 83
686 170 3
303 91 41
306 354 73
839 51 66
392 807 44
397 889 26
405 651 8
896 583 47
994 892 38
920 221 83
967 457 65
164 600 88
124 218 96
513 955 49
601 672 7
371 907 50
580 707 2
795 800 8
297 744 37
56 71 50
74 475 12
915 766 7
462 124 14
349 915 1
619 940 47
311 901 93
402 135 39
277 30 45
834 318 8
633 654 34
637 534 34
75 604 46
716 158 46
245 470 70
78 285 71
155 110 87
612 561 100
965 628 8
352 700 66
504 188 58
185 602 35
186 621 43
697 122 3
393 326 54
175 106 97
163 978 83
256 202 17
417 40 49
474 424 18
619 71 63
366 494 18
907 313 34
905 755 83
951 182 28
583 813 80
348 655 59
678 912 54
75 459 65
221 982 14
922 374 93
6 720 14
733 966 47
630 891 52
996 723 53
662 508 46
217 894 87
831 77 44
29 772 63
392 603 28
581 273 64
425 545 51
720 777 10
258 728 64
303 195 83
729 122 3
19 840 11
428 655 95
207 630 89
23 247 8
972 723 43
341 559 88
641 709 33
63 124 22
418 551 32
973 15 41
497 431 5
273 750 29
989 282 58
328 774 55
679 346 22
539 882 18
705 848 90
872 742 80
317 258 45
552 284 100
874 879 26
918 673 100
151 856 41
79 109 82
91 200 78
766 584 80
935 362 23
185 910 30
704 289 45
69 631 32
951 6 80
796 167 28
62 993 80
193 201 39
940 543 71
448 704 28
918 619 8
472 627 35
186 434 40
928 969 27
600 854 44
623 554 11
270 464 44
776 796 76
653 649 75
612 101 97
672 427 82
440 49 3
976 348 1
622 977 95
560 150 97
468 313 49
63 213 31
270 262 97
785 744 95
214 876 62
50 386 52
755 827 81
983 438 44
827 733 37
287 838 13
978 780 53
449 137 80
123 516 59
855 714 96
493 695 77
110 194 39
374 351 76
917 21 29
98 990 28
680 839 55
517 301 38
286 703 77
616 560 48
980 915 42
949 89 4
337 425 66
965 442 41
833 816 83
618 960 74
942 613 12
526 582 7
325 923 74
849 212 32
799 515 17
906 610 91
18 949 53
438 404 18
777 602 24
458 670 86
133 797 69
82 383 51
652 662 56
247 155 39
223 165 47
453 619 58
137 124 8
21 445 63
843 738 87
236 104 37
774 205 38
925 519 65
947 35 3
423 831 37
9 442 95
95 679 81
934 130 60
423 6 55
253 89 22
256 644 64
319 559 92
150 735 26
90 432 11
936 238 99
652 845 2
982 739 95
918 683 88
815 892 41
50 936 95
899 146 19
629 44 37
16 693 2
677 508 48
123 456 46
626 404 23
747 916 94
271 979 33
304 515 44
700 447 67
442 848 12
316 703 37
346 459 6
189 90 7
442 190 5
742 178 93
692 589 16
833 963 3
711 853 42
563 335 67
337 160 34
711 369 84
772 462 53
544 262 96
784 383 100
304 43 58
984 727 29
942 166 23
359 52 84
940 568 12
968 167 83
14 182 49
403 504 99
157 650 97
948 788 3
9 169 15
838 650 99
2 302 86
102 713 17
435 956 47
774 401 33
701 738 81
617 483 27
105 774 19
367 604 84
407 370 95
330 706 82
147 574 9
49 422 24
611 189 42
530 855 100
207 251 97
70 359 62
380 490 26
952 687 96
44 826 49
542 539 89
744 198 11
472 78 95
933 850 1
170 885 16
26 266 95
135 631 45
852 757 39
726 140 82
637 742 15
83 195 78
245 280 97
72 283 43
857 301 80
96 269 9
181 12 40
531 891 54
529 463 68
926 203 75
102 393 7
665 498 6
36 447 28
677 652 42
565 396 35
253 64 77
398 111 90
490 443 20
741 417 81
212 562 61
804 385 56
532 563 39
182 744 37
539 863 38
598 54 44
732 28 92
781 906 21
995 65 4
528 306 34
366 847 66
737 122 35
54 246 48
135 293 62
772 906 47
462 881 85
30 51 28
786 834 69
453 437 95
604 83 45
552 148 56
666 748 56
96 162 78
99 757 7
772 362 75
87 303 16
422 513 99
237 356 16
247 803 12
472 726 37
95 894 18
919 254 52
718 541 97
106 159 22
264 238 38
228 9 33
131 402 91
530 408 3
410 32 70
643 759 25
824 964 96
964 117 77
299 659 24
155 229 43
871 734 44
583 174 78
375 594 23
245 548 94
520 678 92
283 385 34
56 579 76
363 533 32
898 738 82
43 418 69
552 247 78
973 749 29
130 491 45
531 547 18
328 77 84
604 364 18
91 172 20
100 60 57
581 366 28
253 829 16
953 965 68
748 152 53
333 346 12
963 837 66
170 761 61
141 660 73
308 258 32
552 274 91
397 770 13
868 763 25
723 322 96
225 813 81
432 829 65
442 138 1
879 597 90
948 374 65
334 228 45
169 74 4
471 204 47
586 126 10
406 5 53
917 718 40
931 464 11
103 190 5
869 686 29
58 45 60
25 790 32
639 393 13
595 617 10
494 378 33
424 655 75
860 951 38
534 538 30
777 514 47
374 252 32
15 3 28
288 323 18
676 723 85
800 309 44
244 301 12
421 332 23
653 807 50
0 894 90
453 160 78
531 109 27
249 899 27
772 121 86
965 288 37
542 998 71
709 4 89
745 513 51
536 572 24
950 50 19
362 592 37
988 847 19
247 262 33
297 385 87
585 156 99
991 467 26
611 955 30
628 816 96
273 387 65
21 784 13
48 262 72
945 282 23
77 525 78
370 915 71
192 754 66
728 883 69
704 443 63
418 106 4
234 387 26
218 975 51
202 398 93
474 323 32
478 890 10
278 913 53
837 548 49
